Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
"Cassandra, gifted with prophetic visions, sees all possible futures when making decisions. She knows people will call her names like \""opportunist\"" and \""whore\"", but she wants more from life than a traditional fate. Cassandra asks Apollo for the gift of prophecy, knowing it may be selfish, but convinced he will leave her someday. In her visions, she sees a happy beginning with Apollo, their son's birth, and a darkening future as Paris arrives, leading to war, death, and destruction. She witnesses the fall of Troy, her sons' deaths, and her own brutal end at the hands of King Agamemnon after being claimed as a slave. Seeing the world's demise, including Apollo's rage and eventual death, Cassandra decides to change the course of events by hurting Apollo so badly that he will never forgive her, leading him to curse her in return. In the end, Apollo watches Cassandra die, feeling sad and hollow, with the truth dying with her, but promising to avenge her death.";Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;everyone;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;1264
Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;Minor character death;Summary;;unspecified;;0;0;0;1;Philomena's mother;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;4350
Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;False negative;Summary;;implied/unspecified;;0;0;1;0;Kallias;;0;0;1;0;Philomena's father;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;4350
Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;Generic character death;Summary;Generic Character Death;war;;0;0;1;0;many young souls;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;4350
Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;a boy;;0;0;1;0;Patroclus;;0;0;1;0;Incorrect;Errors but no TPs.;indirect speech;third;4350
Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;---;;0;0;0;1;Patroclus;;0;0;1;0;Incorrect;Errors but no TPs.;indirect thought;third;4350
Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;Minor character death;Summary;;implied/unspecified;;0;0;1;0;Philomena's father, Menoiteus;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;4350
Patroclus was murdered, with no specific details on the mode of demise or perpetrator mentioned in the text. He was buried improperly, which may have caused a delay in his arrival in the afterlife. Meanwhile, Achilles was grief-stricken and guilty over Patroclus' death, but eventually reunited with him in the afterlife, where they shared a passionate embrace.;;;;;unknown;0;0;0;1;Patroclus;Patroclus;1;0;0;0;---;unknown;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;indirect speech;third;4350
No deaths are mentioned in this passage, however it does mention Briseis' name which holds tragedy according to Chrysaor's awareness.;Generic character death;Summary;Generic Character Death;being eaten;;0;0;1;0;a man;;0;0;1;0;Medusa's sisters;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;7247
No deaths are mentioned in this passage, however it does mention Briseis' name which holds tragedy according to Chrysaor's awareness.;Generic character death;Summary;Generic Character Death;slashing throat;;0;0;1;0;a faun;;0;0;1;0;Medusa;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;7247
No deaths are mentioned in this passage, however it does mention Briseis' name which holds tragedy according to Chrysaor's awareness.;Generic character death;Summary;Generic Character Death;snake bite;;0;0;1;0;unnamed heroes;;0;0;1;0;Medusa('s snakes);;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;7247
No deaths are mentioned in this passage, however it does mention Briseis' name which holds tragedy according to Chrysaor's awareness.;Generic character death;Summary;Generic Character Death;snake bite;;0;0;1;0;a farmer;;0;0;1;0;Medusa('s snakes);;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;7247
No deaths are mentioned in this passage, however it does mention Briseis' name which holds tragedy according to Chrysaor's awareness.;Generic character death;Summary;Generic Character Death;snake bite;;0;0;1;0;a drunk man;;0;0;1;0;Medusa('s snakes);;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;7247
No deaths are mentioned in this passage, however it does mention Briseis' name which holds tragedy according to Chrysaor's awareness.;Generic character death;Summary;Generic Character Death;snake bite;;0;0;1;0;a man dressed in strange attire;;0;0;1;0;Medusa('s snakes);;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;7247
No deaths are mentioned in this passage, however it does mention Briseis' name which holds tragedy according to Chrysaor's awareness.;Generic character death;Summary;Generic Character Death;being eaten;;0;0;1;0;a man transformed into a stag;;0;0;1;0;wolves;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;7247
Briseis, a captured slave, is taken by Achilles, who treats her with discipline and restraint, unlike many other warriors in the Greek camp. She comes to appreciate his behavior, but realizes it's not due to gentleness, but rather his self-control as a skilled warrior. Briseis observes Achilles' relationship with Patroclus, his lover, and notes their deep connection. When Patroclus is killed, Briseis fears for her safety, but instead, Achilles becomes consumed by grief and revenge. Eventually, Achilles dies in the midst of victory, with Briseis crying tears not just for him, but also for the kinder fate that Patroclus' death had robbed her of. The text does not explicitly state who killed Patroclus or Achilles, nor does it describe their modes of demise, only mentioning that they died during the war.;False negative;Summary;;war;;0;0;1;0;Mynes;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;1000
Briseis, a captured slave, is taken by Achilles, who treats her with discipline and restraint, unlike many other warriors in the Greek camp. She comes to appreciate his behavior, but realizes it's not due to gentleness, but rather his self-control as a skilled warrior. Briseis observes Achilles' relationship with Patroclus, his lover, and notes their deep connection. When Patroclus is killed, Briseis fears for her safety, but instead, Achilles becomes consumed by grief and revenge. Eventually, Achilles dies in the midst of victory, with Briseis crying tears not just for him, but also for the kinder fate that Patroclus' death had robbed her of. The text does not explicitly state who killed Patroclus or Achilles, nor does it describe their modes of demise, only mentioning that they died during the war.;;;;war;;0;0;0;1;Patroclus;Patroclus;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;indirect speech;third;1000
Briseis, a captured slave, is taken by Achilles, who treats her with discipline and restraint, unlike many other warriors in the Greek camp. She comes to appreciate his behavior, but realizes it's not due to gentleness, but rather his self-control as a skilled warrior. Briseis observes Achilles' relationship with Patroclus, his lover, and notes their deep connection. When Patroclus is killed, Briseis fears for her safety, but instead, Achilles becomes consumed by grief and revenge. Eventually, Achilles dies in the midst of victory, with Briseis crying tears not just for him, but also for the kinder fate that Patroclus' death had robbed her of. The text does not explicitly state who killed Patroclus or Achilles, nor does it describe their modes of demise, only mentioning that they died during the war.;;;;war;;0;0;0;1;Achilles;Achilles;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;1000
