Error Type;Error Scope;(Major) Character Death Evidence;Presentation_Mode;Narrator_POV;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;summary_P;Classification;Reason;words
MAJ;KE;"""He will bring me to his wife, who schemes with his cousin to kill him in revenge for the murder of her Iphigenia. She will ease him up with flattery before trapping him in a net in a bathtub, like a large mackerel caught by a fisherman, and will slay him with a sword.""";direct thought;first;Agamemnon;;0;0;1;0;Agamemnon's wife;;0;0;1;0;slaying;;0;0;1;0;"Cassandra, a princess of Troy, recounts her tragic story, beginning with her devotion to Apollo and his subsequent curse rendering her prophecies unbelievable. She details the fall of Troy, including the deaths of key characters: Hector, dragged by Achilles' chariot; Astyanax, whose brains are dashed on the walls; Polydorus, whose body washes ashore; King Priam, killed in the same manner as his grandson; and herself, who is raped by Ajax the Lesser and later slain by Clytemnestra alongside Agamemnon. Cassandra's narrative also mentions Andromache's enslavement, Helen's return to her husband, and Polyxena's death before being taken as plunder. Ultimately, Cassandra resigns to her fate, foreseeing her own murder at Clytemnestra's hands after Agamemnon's assassination.";Incorrect;All three elements have FP or FN.;1175
FP;SUM;"""I saw Hector’s dead and defiled body, feet pinned together, dragged by Achilles’ chariot.""";narrator;first;Hector;Hector;1;0;0;0;Achilles;Achilles;1;0;0;0;unspecified;dragged by chariot;0;1;0;0;"Cassandra, a princess of Troy, recounts her tragic story, beginning with her devotion to Apollo and his subsequent curse rendering her prophecies unbelievable. She details the fall of Troy, including the deaths of key characters: Hector, dragged by Achilles' chariot; Astyanax, whose brains are dashed on the walls; Polydorus, whose body washes ashore; King Priam, killed in the same manner as his grandson; and herself, who is raped by Ajax the Lesser and later slain by Clytemnestra alongside Agamemnon. Cassandra's narrative also mentions Andromache's enslavement, Helen's return to her husband, and Polyxena's death before being taken as plunder. Ultimately, Cassandra resigns to her fate, foreseeing her own murder at Clytemnestra's hands after Agamemnon's assassination.";Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;1175
;;"""She will then turn to me, bloodlust in her eyes, swinging the same sword towards me. I will sit there calmly as she kills me, because I knew this was coming, and I cannot wish for death to come soon enough.""";direct thought;first;Cassandra;Cassandra;1;0;0;0;Agamemnon's wife;Clytemnestra;1;0;0;0;slaying;raped and slain;1;0;0;0;"Cassandra, a princess of Troy, recounts her tragic story, beginning with her devotion to Apollo and his subsequent curse rendering her prophecies unbelievable. She details the fall of Troy, including the deaths of key characters: Hector, dragged by Achilles' chariot; Astyanax, whose brains are dashed on the walls; Polydorus, whose body washes ashore; King Priam, killed in the same manner as his grandson; and herself, who is raped by Ajax the Lesser and later slain by Clytemnestra alongside Agamemnon. Cassandra's narrative also mentions Andromache's enslavement, Helen's return to her husband, and Polyxena's death before being taken as plunder. Ultimately, Cassandra resigns to her fate, foreseeing her own murder at Clytemnestra's hands after Agamemnon's assassination.";Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1175
MAJ;SUM;"""He will bring me to his wife, who schemes with his cousin to kill him in revenge for the murder of her Iphigenia. She will ease him up with flattery before trapping him in a net in a bathtub, like a large mackerel caught by a fisherman, and will slay him with a sword.""";narrator;first;Iphigenia;;0;0;1;0;Agamemnon;;0;0;1;0;sacrifice;;0;0;1;0;"Cassandra, a princess of Troy, recounts her tragic story, beginning with her devotion to Apollo and his subsequent curse rendering her prophecies unbelievable. She details the fall of Troy, including the deaths of key characters: Hector, dragged by Achilles' chariot; Astyanax, whose brains are dashed on the walls; Polydorus, whose body washes ashore; King Priam, killed in the same manner as his grandson; and herself, who is raped by Ajax the Lesser and later slain by Clytemnestra alongside Agamemnon. Cassandra's narrative also mentions Andromache's enslavement, Helen's return to her husband, and Polyxena's death before being taken as plunder. Ultimately, Cassandra resigns to her fate, foreseeing her own murder at Clytemnestra's hands after Agamemnon's assassination.";Incorrect;All three elements have FP or FN.;1175
;;"""Eurynomus didn’t hear the drawing of the bow, but he couldn’t miss the arrowhead suddenly piercing through Antinous’ neck.  Blood spurted, spraying Eurynomus and the ones near him.""";narrator;third;Antinous;Antinous;1;0;0;0;Odysseus;Odysseus;1;0;0;0;being shot;arrow through neck;1;0;0;0;In a violent and chaotic scene, Queen Penelope is assaulted by multiple suitors in her chamber, with Eurynomus marking her breasts with bites before being pushed away. The night turns deadly when Odysseus, the King of Ithaca, returns and begins killing the suitors. Antinous is struck first with an arrow through his neck, followed by another suitor who is shot in the chest. Eurynomus attempts to defend himself but is pierced in the hand by an arrow before being beheaded by Odysseus’ sword. The carnage ends with Eurynomus’ death as Odysseus reclaims control. Penelope, though traumatized, survives the ordeal.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2954
;;"""Then the man beside him was dropping with a scream, and Eurynomus saw the arrow shaft protruding from his chest.""";narrator;third;a man;another suitor;1;0;0;0;Odysseus;Odysseus;1;0;0;0;being shot;shot in chest;1;0;0;0;In a violent and chaotic scene, Queen Penelope is assaulted by multiple suitors in her chamber, with Eurynomus marking her breasts with bites before being pushed away. The night turns deadly when Odysseus, the King of Ithaca, returns and begins killing the suitors. Antinous is struck first with an arrow through his neck, followed by another suitor who is shot in the chest. Eurynomus attempts to defend himself but is pierced in the hand by an arrow before being beheaded by Odysseus’ sword. The carnage ends with Eurynomus’ death as Odysseus reclaims control. Penelope, though traumatized, survives the ordeal.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2954
FPFNmaj;SUM;"""He saw Odysseus turn towards him.  Saw the flash of a sword.  And then everything went black.  """;indirect thought;third;Eurynomus;Eurynomus;1;0;0;0;Odysseus;Odysseus;1;0;0;0;slaying;beheaded by sword;0;1;1;0;In a violent and chaotic scene, Queen Penelope is assaulted by multiple suitors in her chamber, with Eurynomus marking her breasts with bites before being pushed away. The night turns deadly when Odysseus, the King of Ithaca, returns and begins killing the suitors. Antinous is struck first with an arrow through his neck, followed by another suitor who is shot in the chest. Eurynomus attempts to defend himself but is pierced in the hand by an arrow before being beheaded by Odysseus’ sword. The carnage ends with Eurynomus’ death as Odysseus reclaims control. Penelope, though traumatized, survives the ordeal.;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;2954
FNmaj;SUM;"""Kiss me and kill me, sail away- he wasn’t a kind man, not in the slightest, which was unsurprising after all he went through.""";narrator;first;Circe;;0;0;1;0;Odysseus;;0;0;1;0;unspecified;;0;0;0;1;"In the given passage, the narrator reflects on their complex relationships and the deaths intertwined with their life. Achilles is both loved and hated, his demise not directly mentioned but implied through his association with Peleus. The narrator expresses pride and anger towards their son Nero, who is suggested to have been a murderer. The mode of death for the narrator at Nero's hands is described as ""kept the secret badly,"" indicating a violent end. Thus, Nero is both the victim and perpetrator, while the narrator is the victim, highlighting a tragic cycle of violence and regret.";Incorrect;Errors but no TPs.;3300
MAJ;SUM;"""He asked my advice, and I told him that going to see the man who killed my son would be stupid. But I was the stupid one, thinking that he would actually listen to me. He was killed on the altar, right before I was killed just the same way, begging for mercy from the son of the man whose hands my husband kissed on the beach.""";narrator;first;Hecuba;;0;0;1;0;a man;;0;0;1;0;sacrifice;;0;0;1;0;"In the given passage, the narrator reflects on their complex relationships and the deaths intertwined with their life. Achilles is both loved and hated, his demise not directly mentioned but implied through his association with Peleus. The narrator expresses pride and anger towards their son Nero, who is suggested to have been a murderer. The mode of death for the narrator at Nero's hands is described as ""kept the secret badly,"" indicating a violent end. Thus, Nero is both the victim and perpetrator, while the narrator is the victim, highlighting a tragic cycle of violence and regret.";Incorrect;All three elements have FP or FN.;3300
FNmaj;SUM;"""I begged you not to leave, Hector, I begged it of you. But no. You knew better, so you abandoned us in the castle, leaving me to nurse my son in his last hours alone, with no comfort and no protection as the wily man found me. I became a slave, Hector, the person you could not bear to see me become. I bore children for Greek men, your own son dead underneath the rubble of Troy, and for what?""";direct speech;first;Andromache's son;;0;0;1;0;;;0;0;0;1;collapsing building;;0;0;1;0;"In the given passage, the narrator reflects on their complex relationships and the deaths intertwined with their life. Achilles is both loved and hated, his demise not directly mentioned but implied through his association with Peleus. The narrator expresses pride and anger towards their son Nero, who is suggested to have been a murderer. The mode of death for the narrator at Nero's hands is described as ""kept the secret badly,"" indicating a violent end. Thus, Nero is both the victim and perpetrator, while the narrator is the victim, highlighting a tragic cycle of violence and regret.";Incorrect;Errors but no TPs.;3300
